article_id,garment_types,brand,Fabric,Pattern,Collar,Fastening,Neckline,Shape,Length,Fit,Color,sample
V0H21C054-Q11,evening_dress,EVOKED VILA,Velvet,Plain,Standing collar,Missing,Cache-coeur,Fitted,Knee-length,Regular Fit,Black,train
WAD21C05G-M11,evening_dress,WAL G PETITE,Jersey,Plain,Missing,Zip,Cache-coeur,Fitted,Short,Slim Fit,Green,train
OP421C0II-M11,casual_dress,ONLY Petite,Jersey,Plain,Standing collar,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Green,train
4DR21C0CC-C11,knitted_dress,DreiMaster,Knit,Plain,Other,Missing,Missing,Straight,Short,Regular Fit,Grey,train
WAD21C04H-K11,jersey_dress,WAL G PETITE,Jersey,Plain,Standing collar,Missing,Missing,Body-hugging,Short,Skinny Fit,Blue,train
GE221C0K0-Q11,casual_dress,Gestuz,Knit,Plain,Standing collar,Missing,Missing,Missing,Long,Regular Fit,Black,train
1HB21C00J-B11,knitted_dress,Holebrook,Knit,Plain,Polo neck,Missing,Missing,Straight,Calf-length,Loose Fit,Beige,train
BY221C0GV-K11,casual_dress,b.young,Chiffon,Print,Standing collar,Missing,V-neck,Straight,Knee-length,Loose Fit,Blue,train
WG021C1AX-G11,occasion_dress,WAL G.,Jersey,Plain,Standing collar,Zip,Square neck,Fitted,Long,Slim Fit,Red,train
TA021C0DV-Q11,evening_dress,Taifun,Mesh,Marl,Standing collar,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Grey,train
VEI21C0DO-I11,shift_dress,Versace Jeans Couture,Tulle,Print,Standing collar,Missing,Crew neck,Fitted,Extra short,Slim Fit,Grey,val
BEJ21C1C1-Q11,knitted_dress,Bershka,Knit,Plain,Standing collar,Missing,Backless,Fitted,Extra short,Slim Fit,Black,train
UR621C01U-I11,casual_dress,Urban Classics,Jersey,Colourful,Standing collar,Missing,Crew neck,Missing,Knee-length,Loose Fit,Purple,val
M9121C6P5-K11,knitted_dress,Mango,Knit,Marl,Standing collar,Missing,Off-the-shoulder,Fitted,Calf-length,Slim Fit,Blue,train
ONR29F024-I11,casual_dress,ONLY MATERNITY,Mesh,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Pink,val
AN621C216-K11,evening_dress,Anna Field,Satin,Plain,Missing,Button,Boat neck,Flared,Knee-length,Slim Fit,Blue,train
M9121C6Y1-A11,maxi_dress,Mango,Satin,Floral,Missing,Missing,Missing,Flared,Long,Slim Fit,Beige,val
BY221C0JK-M11,shirt_dress,b.young,Missing,Print,Turn-down collar,Button,Missing,Fitted,Short,Regular Fit,Green,train
KA321C17P-K11,casual_dress,Kaffe,Satin,Plain,Missing,Belt,Cache-coeur,Fitted,Calf-length,Regular Fit,Blue,train
L4221C1OQ-B11,casual_dress,Lauren Ralph Lauren,Knit,Print,Turn-down collar,Zip,Cache-coeur,Fitted,Calf-length,Slim Fit,Brown,train
GU121C1GU-J11,casual_dress,Guess,Chiffon,Floral,Missing,Zip,Cache-coeur,Fitted,Short,Regular Fit,Brown,train
CKG21C03P-Q11,knitted_dress,Cellbes of Sweden,Rib,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Black,train
C5B21C02U-K11,maxi_dress,CHIC by Lirette,Missing,Floral,Missing,Missing,V-neck,Flared,Long,Regular Fit,Blue,train
S2Q21C0B4-G11,casual_dress,Studio Untold,Chiffon,Print,Standing collar,Laces,Low-cut v-neck,Flared,Knee-length,Regular Fit,Green,train
SG721C0YC-M11,casual_dress,Swing,Chiffon,Floral,Standing collar,Zip,Boat neck,Flared,Knee-length,Regular Fit,Green,val
UP121C1EW-Q11,casual_dress,Ulla Popken,Satin,Plain,Other,Missing,Missing,Fitted,Calf-length,Regular Fit,Black,val
L2521J05H-Q11,casual_dress,Liu Jo Jeans,Sweat,Animal print,Standing collar,Missing,Crew neck,Straight,Short,Regular Fit,Black,train
SO821C0CL-K11,casual_dress,Soyaconcept,Chiffon,Floral,Standing collar,Missing,V-neck,Flared,Knee-length,Loose Fit,Beige,train
UP121C1EF-M11,casual_dress,Ulla Popken,Chiffon,Floral,Standing collar,Missing,Henley,Flared,Calf-length,Regular Fit,Green,train
LQA21C05Y-Q11,casual_dress,Laurella,Chiffon,Print,Missing,Belt,Cache-coeur,Fitted,Extra short,Regular Fit,Brown,train
P1421C0XD-H11,evening_dress,Patrizia Pepe,Satin,Floral,Missing,Zip,Backless,Body-hugging,Calf-length,Skinny Fit,Beige,train
UR621C02M-M11,knitted_dress,Urban Classics,Rib,Plain,Standing collar,Missing,Crew neck,Straight,Short,Loose Fit,Beige,val
VEI21C0D4-Q11,jersey_dress,Versace Jeans Couture,Jersey,Print,Missing,Missing,Crew neck,Body-hugging,Short,Slim Fit,Black,val
SO921C0FS-I11,knitted_dress,Soaked in Luxury,Knit,Floral,Missing,Missing,Crew neck,Flared,Calf-length,Regular Fit,Beige,train
L2521C08L-Q11,casual_dress,Liu Jo Jeans,Sweat,Print,Hood,Missing,Crew neck,Cocoon,Extra short,Regular Fit,Black,train
TO721C0HI-J11,jersey_dress,TOM TAILOR DENIM,Jersey,Plain,Missing,Missing,Crew neck,Fitted,Short,Regular Fit,Pink,train
H7V21C01Y-J11,shift_dress,Helen McAlinden Dublin,Missing,Plain,Missing,Zip,Crew neck,Straight,Calf-length,Slim Fit,Beige,train
LQA21C042-B11,casual_dress,Laurella,Missing,Floral,Missing,Zip,Low-cut v-neck,Straight,Extra short,Regular Fit,Orange,train
EV421C1FI-Q11,knitted_dress,Even&Odd,Rib,Marl,Standing collar,Missing,Crew neck,Body-hugging,Short,Skinny Fit,Black,val
NAA21C16P-O11,shirt_dress,NA-KD,Denim,Plain,Turn-down collar,Button,V-neck,Fitted,Extra short,Regular Fit,Brown,val
VE121C480-O11,shift_dress,Vero Moda,Jersey,Plain,Standing collar,Missing,Cache-coeur,Fitted,Short,Regular Fit,Brown,train
TO121C10F-B11,knitted_dress,Tommy Hilfiger,Rib,Plain,Turn-down collar,Missing,Low-cut v-neck,Fitted,Calf-length,Loose Fit,Beige,val
NX321C3BG-Q11,knitted_dress,Next,Rib,Marl,Standing collar,Missing,Backless,Fitted,Short,Slim Fit,Black,train
1US21C0HO-J11,maxi_dress,usha,Chiffon,Floral,Missing,Drawstring fastening,Low-cut v-neck,Fitted,Long,Regular Fit,Pink,train
IP521C0DS-K11,evening_dress,Ipekyol,Satin,Plain,Missing,Missing,Cache-coeur,Missing,Extra short,Regular Fit,Blue,train
QS121C0ER-I11,casual_dress,QS,Chiffon,Floral,Standing collar,Missing,Cache-coeur,Fitted,Short,Regular Fit,Purple,train
R5921C05S-G12,jersey_dress,Ragwear,Jersey,Polka dot,Missing,Belt,Crew neck,Other,Short,Regular Fit,Red,val
Z1721C1L7-B11,knitted_dress,Zizzi,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Knee-length,Loose Fit,Beige,train
LQA21C04M-B11,casual_dress,Laurella,Jersey,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Calf-length,Regular Fit,Beige,val
PE321C11N-B11,knitted_dress,Pieces,Knit,Marl,Polo neck,Missing,Crew neck,Straight,Short,Regular Fit,Beige,train
VE121C42Q-Q11,casual_dress,Vero Moda,Satin,Plain,Standing collar,Laces,Missing,Fitted,Extra short,Regular Fit,Black,val
GE221C0IY-K11,denim_dress,Gestuz,Denim,Missing,Turn-down collar,Zip,Missing,Straight,Extra short,Slim Fit,Blue,val
L8321C07R-I11,jersey_dress,LASCANA,Jersey,Paisley,Standing collar,Missing,Scoop neck,Straight,Short,Regular Fit,Orange,train
JY121C131-K11,casual_dress,JDY Petite,Chiffon,Floral,Standing collar,Missing,V-neck,Fitted,Short,Loose Fit,Brown,train
TOY21C04W-G11,casual_dress,Tommy Hilfiger Curve,Other,Striped,Turn-down collar,Missing,Low-cut v-neck,Straight,Knee-length,Regular Fit,Pink,val
LUQ21C066-M11,knitted_dress,Luisa Spagnoli,Jersey,Plain,Missing,Missing,Crew neck,Straight,Short,Regular Fit,Green,train
E1A21C05K-Q11,casual_dress,Ellos Plus collection,Jersey,Plain,Standing collar,Missing,Crew neck,Flared,Knee-length,Regular Fit,Black,train
M0721C06B-K11,casual_dress,Minus,Satin,Plain,Standing collar,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Grey,train
WG021C0I6-Q11,occasion_dress,WAL G.,Jersey,Plain,Standing collar,Zip,Missing,Fitted,Long,Skinny Fit,Black,train
HOW21C04P-I11,casual_dress,HotSquash,Jersey,Plain,Missing,Missing,Low-cut v-neck,Flared,Calf-length,Regular Fit,Purple,train
IO421C009-Q11,evening_dress,Ioannes,Missing,Plain,Missing,Zip,Missing,Body-hugging,Extra short,Skinny Fit,Grey,train
SO921C0FQ-Q11,casual_dress,Soaked in Luxury,Knit,Striped,Standing collar,Button,Crew neck,Straight,Knee-length,Loose Fit,Grey,train
M9121C6PS-Q11,casual_dress,Mango,Missing,Plain,Missing,Missing,Cache-coeur,Straight,Short,Regular Fit,Black,train
SU221C0UI-M13,evening_dress,Superdry,Satin,Plain,Standing collar,Zip,Backless,Straight,Calf-length,Regular Fit,Green,train
NII21C05R-G11,knitted_dress,Nicowa,Missing,Plain,Missing,Zip,Crew neck,Straight,Short,Slim Fit,Brown,train
DD121C00T-M11,maxi_dress,Dine 'n' Dance,Missing,Paisley,Missing,Missing,Cache-coeur,Fitted,Long,Regular Fit,Green,train
S2821C06T-J12,casual_dress,Saint Tropez,Chiffon,Animal print,Standing collar,Missing,Low-cut v-neck,Straight,Short,Loose Fit,Beige,train
VM321C0UH-K11,jersey_dress,Vera Mont,Jersey,Plain,Missing,Zip,Low-cut v-neck,Fitted,Knee-length,Slim Fit,Blue,val
DEA21C06K-M11,evening_dress,DESIGNERS REMIX,Satin,Plain,Missing,Missing,Backless,Fitted,Long,Slim Fit,Green,train
YOD21C0RU-Q11,jersey_dress,Yours Clothing,Chiffon,Floral,Missing,Missing,Crew neck,Flared,Calf-length,Regular Fit,Brown,val
DA321C09E-Q11,evening_dress,DAY Birger et Mikkelsen,Satin,Plain,Missing,Zip,Crew neck,Fitted,Calf-length,Regular Fit,Black,train
SA321C0J5-I12,jersey_dress,Samsøe Samsøe,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Purple,train
AN121C1LE-T11,maxi_dress,Ana Alcazar,Satin,Print,Standing collar,Missing,Backless,Flared,Long,Regular Fit,Yellow,val
TO121C0ZI-G11,shirt_dress,Tommy Hilfiger,Denim,Striped,Turn-down collar,Button,Missing,Fitted,Calf-length,Regular Fit,Red,train
PE321C1TZ-G11,evening_dress,Pieces,Lace,Plain,Standing collar,Button,Crew neck,Straight,Short,Regular Fit,Pink,train
ES121C2EM-Q11,knitted_dress,Esprit,Knit,Striped,Missing,Missing,Crew neck,Straight,Knee-length,Loose Fit,Beige,val
EV421C1EB-K11,work_dress,Even&Odd,Jersey,Floral,Standing collar,Missing,Backless,Fitted,Short,Slim Fit,Blue,train
M6429F1IK-Q11,casual_dress,MAMALICIOUS,Chiffon,Floral,Missing,Missing,V-neck,Fitted,Short,Loose Fit,Gold,train
1OX21C00U-M11,knitted_dress,Oxmo,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Beige,train
C0421C0K4-K11,casual_dress,Cartoon,Jersey,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Knee-length,Regular Fit,Blue,train
ES121C2H8-Q11,knitted_dress,Esprit,Rib,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Slim Fit,Black,val
PUC21E14H-I11,casual_dress,PULL&BEAR,Missing,Plain,Ruffle collar,Missing,Low-cut v-neck,Straight,Short,Regular Fit,Brown,val
BI721C09I-J11,maxi_dress,Billabong,Mesh,Floral,Missing,Missing,Square neck,Flared,Long,Slim Fit,Brown,train
V1021C3KE-Q11,casual_dress,VILA,Jersey,Plain,Missing,Missing,Low-cut v-neck,Fitted,Short,Loose Fit,Black,train
F2121C076-K11,knitted_dress,Fransa,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Grey,train
CO121C1DM-B11,casual_dress,comma,Missing,Plain,Missing,Button,Boat neck,Fitted,Calf-length,Regular Fit,Beige,train
GAH21C03F-Q11,knitted_dress,Gap Tall,Rib,Plain,Polo neck,Missing,Missing,Body-hugging,Short,Skinny Fit,Black,train
V0921C07U-K11,jersey_dress,Victoria Beckham,Jersey,Plain,Standing collar,Laces,Crew neck,Body-hugging,Knee-length,Skinny Fit,Purple,train
4AP21C26E-J11,evening_dress,Apart,Lace,Plain,Standing collar,Zip,Crew neck,Fitted,Knee-length,Regular Fit,Pink,val
W2K21C00L-I11,work_dress,WAL G CURVE,Jersey,Plain,Ruffle collar,Zip,Off-the-shoulder,Body-hugging,Knee-length,Skinny Fit,Purple,train
TO221C0ST-M11,casual_dress,TOM TAILOR,Jersey,Print,Standing collar,Laces,Crew neck,Flared,Short,Regular Fit,Green,train
APH21C0DS-M11,maxi_dress,Apricot,Jersey,Print,Missing,Missing,Low-cut v-neck,Straight,Long,Regular Fit,Beige,train
NL021C1UL-Q11,knitted_dress,New Look,Rib,Plain,Standing collar,Missing,Low-cut v-neck,Body-hugging,Calf-length,Skinny Fit,Black,train
WG021C0Y8-J11,jersey_dress,WAL G.,Missing,Plain,Missing,Zip,Low-cut v-neck,Fitted,Long,Slim Fit,Pink,train
F2121C05V-C11,casual_dress,Fransa,Missing,Print,Missing,Missing,Cache-coeur,Fitted,Knee-length,Slim Fit,Brown,train
ES121C2FO-Q11,casual_dress,Esprit,Chiffon,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Knee-length,Regular Fit,Black,train
TW321C0FS-Q11,evening_dress,TWINSET,Jersey,Plain,Standing collar,Zip,Low-cut v-neck,Fitted,Knee-length,Slim Fit,Black,train
NX321C3YA-M11,casual_dress,Next,Chiffon,Floral,Missing,Missing,Cache-coeur,Fitted,Calf-length,Regular Fit,Green,train
KA321C16G-K11,evening_dress,Kaffe,Knit,Other,Standing collar,Missing,Crew neck,Straight,Knee-length,Slim Fit,Black,train
VM321C11G-K11,evening_dress,Vera Mont,Missing,Plain,Standing collar,Missing,V-neck,Fitted,Short,Regular Fit,Blue,train
M6429F1IU-J11,casual_dress,MAMALICIOUS,Jersey,Floral,Missing,Laces,Cache-coeur,Fitted,Calf-length,Regular Fit,Beige,val
KRG21C03Z-F11,evening_dress,Kraimod,Other,Missing,Standing collar,Zip,Crew neck,Flared,Knee-length,Regular Fit,Brown,val
CKG21C03V-K11,denim_dress,Cellbes of Sweden,Denim,Missing,Standing collar,Missing,V-neck,Flared,Short,Regular Fit,Blue,val
1OX21C00Z-K11,casual_dress,Oxmo,Sweat,Plain,Standing collar,Missing,Crew neck,Straight,Short,Regular Fit,Grey,train
D0T21C02S-Q11,knitted_dress,David Koma,Rib,Plain,Missing,Missing,Off-the-shoulder,Body-hugging,Long,Skinny Fit,Black,val
KA321C141-Q12,casual_dress,Kaffe,Chiffon,Animal print,Missing,Missing,Henley,Flared,Knee-length,Loose Fit,Brown,train
AN621C214-A11,knitted_dress,Anna Field,Rib,Missing,Missing,Missing,Crew neck,Body-hugging,Short,Skinny Fit,Beige,val
VM321C0ZK-K11,evening_dress,Vera Mont,Satin,Plain,Turn-down collar,Zip,Cache-coeur,Straight,Short,Regular Fit,Blue,val
CU221C0HF-Q11,casual_dress,Culture,Knit,Plain,Ruffle collar,Missing,Low-cut v-neck,Fitted,Calf-length,Loose Fit,Black,val
M3I21C10R-B11,maxi_dress,Massimo Dutti,Satin,Plain,Standing collar,Missing,Backless,Flared,Long,Regular Fit,Beige,train
VM321C11V-M11,occasion_dress,Vera Mont,Missing,Plain,Missing,Zip,Missing,Flared,Long,Regular Fit,Green,train
AKB21C01B-G11,jersey_dress,AKNVAS,Jersey,Plain,Standing collar,Zip,Low-cut v-neck,Body-hugging,Calf-length,Slim Fit,Red,train
SE521C14S-T12,casual_dress,Selected Femme,Chiffon,Floral,Turn-down collar,Button,Missing,Flared,Knee-length,Loose Fit,Beige,train
MK121C0RQ-Q11,knitted_dress,MICHAEL Michael Kors,Rib,Marl,Standing collar,Missing,Scoop neck,Body-hugging,Calf-length,Slim Fit,Gold,train
IV521C02W-A11,occasion_dress,IVY OAK,Lace,Plain,Standing collar,Zip,Backless,Missing,Knee-length,Slim Fit,White,train
PC721C0CD-Q11,casual_dress,Opus,Chiffon,Print,Missing,Button,Crew neck,Flared,Calf-length,Regular Fit,Brown,train
6CA21C0AB-Q11,work_dress,Calvin Klein,Knit,Plain,Missing,Zip,Missing,Fitted,Short,Slim Fit,Black,train
THC21C01X-J11,jersey_dress,Threadbare,Jersey,Plain,Standing collar,Laces,Backless,Flared,Calf-length,Regular Fit,Pink,val
DE121C1BU-Q11,denim_dress,Desigual,Denim,Missing,Standing collar,Zip,Missing,Fitted,Knee-length,Slim Fit,Brown,val
SA321C0IA-K11,evening_dress,Samsøe Samsøe,Jersey,Plain,Standing collar,Missing,Backless,Body-hugging,Short,Slim Fit,Grey,val
GU121C1JM-T11,maxi_dress,Guess,Chiffon,Print,Standing collar,Zip,Low-cut v-neck,Fitted,Long,Regular Fit,Blue,train
AN621C22R-K11,evening_dress,Anna Field,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Purple,train
Y0121C2I2-Q11,jersey_dress,YAS,Jersey,Striped,Standing collar,Missing,Missing,Fitted,Calf-length,Slim Fit,Black,train
SO821C0FP-N11,casual_dress,Soyaconcept,Sweat,Plain,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Grey,train
YOD21C0SK-K11,maxi_dress,Yours Clothing,Jersey,Striped,Missing,Missing,Cache-coeur,Flared,Long,Regular Fit,Blue,val
MK121C0S3-B11,jersey_dress,MICHAEL Michael Kors,Jersey,Animal print,Standing collar,Zip,V-neck,Body-hugging,Calf-length,Slim Fit,Brown,train
IV521C03M-A11,evening_dress,IVY OAK BRIDAL,Lace,Plain,Standing collar,Zip,Crew neck,Fitted,Calf-length,Slim Fit,White,train
NX321C4A1-K11,casual_dress,Next,Missing,Missing,Missing,Missing,Backless,Flared,Calf-length,Regular Fit,Blue,train
GU121C179-G12,knitted_dress,Guess,Rib,Plain,Standing collar,Belt,Crew neck,Fitted,Short,Slim Fit,Red,val
SO221C1BS-H11,jersey_dress,s.Oliver,Jersey,Plain,Standing collar,Missing,V-neck,Straight,Short,Regular Fit,Orange,train
VEE21C0LN-Q12,maxi_dress,Vero Moda Curve,Chiffon,Print,Missing,Missing,Low-cut v-neck,Fitted,Long,Regular Fit,Beige,train
NOB21C03E-Q11,knitted_dress,Noisy May Tall,Knit,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Black,train
1MY21C0AD-A11,casual_dress,myMo,Knit,Print,Standing collar,Laces,Crew neck,Straight,Short,Slim Fit,Silver,train
M9121C6TO-K11,denim_dress,Mango,Denim,Missing,Standing collar,Zip,Missing,Flared,Long,Slim Fit,Blue,train
MW721C0DR-A11,maxi_dress,WEEKEND MaxMara,Missing,Plain,Missing,Zip,Low-cut v-neck,Fitted,Long,Regular Fit,Beige,train
H0721C035-M11,maxi_dress,hessnatur,Missing,Plain,Missing,Missing,Low-cut v-neck,Flared,Long,Loose Fit,Green,val
UP121C149-G11,jersey_dress,Ulla Popken,Jersey,Print,Missing,Missing,Crew neck,Fitted,Knee-length,Slim Fit,Brown,train
EVO29F01B-Q11,jersey_dress,Even&Odd Maternity,Rib,Plain,Missing,Zip,V-neck,Body-hugging,Extra short,Skinny Fit,Black,train
WAD21C04X-K11,evening_dress,WAL G PETITE,Jersey,Plain,Standing collar,Zip,Low-cut v-neck,Fitted,Knee-length,Regular Fit,Blue,train
APH21C0F0-N11,knitted_dress,Apricot,Knit,Plain,Missing,Missing,Low-cut v-neck,Straight,Calf-length,Regular Fit,Beige,train
EDD21C12T-O11,evening_dress,EDITED,Jersey,Animal print,Standing collar,Missing,Cowl neck,Fitted,Short,Slim Fit,Orange,val
NT521C0PY-J11,evening_dress,Needle & Thread,Chiffon,Floral,Standing collar,Zip,Missing,Fitted,Short,Regular Fit,Beige,train
DE121C19X-K11,shift_dress,Desigual,Tulle,Print,Standing collar,Missing,Cowl neck,Body-hugging,Extra short,Skinny Fit,Blue,train
IV321C0E8-Q11,occasion_dress,IVY OAK,Satin,Plain,Missing,Zip,Backless,Fitted,Calf-length,Regular Fit,Black,val
VM321C0YX-M11,maxi_dress,Vera Mont,Chiffon,Plain,Standing collar,Zip,Crew neck,Flared,Long,Regular Fit,Yellow,train
MK121C0Q3-Q11,knitted_dress,MICHAEL Michael Kors,Knit,Plain,Turn-down collar,Missing,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Black,train
S8521C0T7-A11,knitted_dress,Street One,Knit,Plain,Other,Missing,Missing,Straight,Knee-length,Loose Fit,Beige,train
S5F21C05E-M11,maxi_dress,STAUD,Jersey,Plain,Standing collar,Laces,Backless,Fitted,Long,Regular Fit,Green,train
KA321C0XE-K12,casual_dress,Kaffe,Jersey,Print,Missing,Missing,V-neck,Flared,Knee-length,Regular Fit,Brown,val
IC221C0H8-H12,shirt_dress,ICHI,Missing,Plain,Turn-down collar,Button,Missing,Fitted,Knee-length,Regular Fit,Brown,train
M3I21C0XA-Q11,casual_dress,Massimo Dutti,Jersey,Plain,Missing,Missing,Low-cut v-neck,Straight,Calf-length,Regular Fit,Black,train
NK021C03E-O11,occasion_dress,Norma Kamali,Satin,Plain,Standing collar,Missing,Cowl neck,Straight,Long,Regular Fit,Black,val
PE321C1NL-K11,jersey_dress,Pieces,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Regular Fit,Blue,val
CO121C1F5-P11,casual_dress,comma,Satin,Plain,Standing collar,Zip,Crew neck,Flared,Calf-length,Regular Fit,Blue,val
31021C029-Q11,evening_dress,3.1 Phillip Lim,Satin,Plain,Missing,Zip,Low-cut v-neck,Fitted,Knee-length,Regular Fit,Black,train
M4R21C0HB-G11,casual_dress,Marc Cain,Lace,Plain,Standing collar,Zip,Backless,Flared,Calf-length,Regular Fit,Beige,val
GAG21C03B-Q11,casual_dress,GAP Petite,Jersey,Polka dot,Missing,Drawstring fastening,Low-cut v-neck,Fitted,Knee-length,Regular Fit,Black,train
P4421C036-J11,jersey_dress,Protest,Jersey,Marl,Standing collar,Missing,Backless,Flared,Short,Regular Fit,Pink,train
4AP21C27O-A11,occasion_dress,Apart,Chiffon,Plain,Missing,Zip,Crew neck,Fitted,Long,Regular Fit,Beige,val
WG021C166-K11,evening_dress,WAL G.,Satin,Plain,Missing,Zip,Off-the-shoulder,Fitted,Calf-length,Slim Fit,Blue,train
ES121C2CN-G11,casual_dress,Esprit,Chiffon,Floral,Standing collar,Button,V-neck,Fitted,Knee-length,Regular Fit,Beige,train
VEI21C0DF-J11,knitted_dress,Versace Jeans Couture,Rib,Plain,Standing collar,Missing,Backless,Body-hugging,Calf-length,Skinny Fit,Pink,train
AN621C1Y2-Q11,work_dress,Anna Field,Other,Plain,Standing collar,Button,Crew neck,Body-hugging,Calf-length,Slim Fit,Black,train
IB021C043-K11,denim_dress,iBlues,Denim,Missing,Turn-down collar,Button,Missing,Fitted,Calf-length,Regular Fit,Blue,train
V1021C0VX-O16,knitted_dress,VILA,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Beige,train
GU121C1HT-Q11,evening_dress,Guess,Missing,Polka dot,Standing collar,Zip,Backless,Fitted,Extra short,Skinny Fit,Black,train
1OX21C00Q-Q11,knitted_dress,Oxmo,Knit,Plain,Polo neck,Missing,Crew neck,Flared,Short,Regular Fit,Beige,val
SOA21C0PQ-Q12,jersey_dress,s.Oliver BLACK LABEL,Jersey,Plain,Standing collar,Missing,Boat neck,Fitted,Calf-length,Regular Fit,Black,val
MW721C0BZ-C11,work_dress,WEEKEND MaxMara,Rib,Checked,Standing collar,Other,Crew neck,Fitted,Calf-length,Slim Fit,Grey,train
BR321C0GH-Q11,evening_dress,Bruuns Bazaar,Jersey,Missing,Standing collar,Zip,Low-cut v-neck,Fitted,Short,Regular Fit,Brown,val
L0J21C0LN-M11,maxi_dress,Live Unlimited London,Missing,Plain,Missing,Missing,Backless,Flared,Long,Regular Fit,Green,train
JY121C14O-Q11,casual_dress,JDY,Jersey,Plain,Missing,Missing,Backless,Flared,Knee-length,Regular Fit,Black,train
NII21C03Q-G11,evening_dress,Nicowa,Missing,Plain,Lapel collar,Button,Missing,Fitted,Short,Slim Fit,Red,val
MAL21C0J8-Q11,casual_dress,maje,Denim,Marl,Missing,Button,Low-cut v-neck,Fitted,Extra short,Slim Fit,Black,train
S2Q21C0B9-Q11,maxi_dress,Studio Untold,Knit,Plain,Standing collar,Missing,Low-cut v-neck,Flared,Calf-length,Loose Fit,Black,val
CFZ21C0CQ-J11,maxi_dress,CHANCERY,Missing,Plain,Missing,Zip,Missing,Fitted,Long,Regular Fit,Pink,val
VEB21C0CQ-K11,casual_dress,Vero Moda Tall,Jersey,Plain,Missing,Laces,Cache-coeur,Fitted,Short,Regular Fit,Blue,val
NAA21C2KH-N11,knitted_dress,NA-KD,Knit,Marl,Missing,Missing,Crew neck,Straight,Missing,Regular Fit,Green,train
UR621C030-O11,knitted_dress,Urban Classics,Rib,Plain,Standing collar,Laces,Crew neck,Fitted,Calf-length,Slim Fit,Brown,train
CE321C0DG-K11,casual_dress,Cecil,Sweat,Marl,Polo neck,Missing,Crew neck,Straight,Knee-length,Regular Fit,Blue,train
L8321C08T-Q11,jersey_dress,LASCANA,Jersey,Plain,Standing collar,Missing,Off-the-shoulder,Flared,Knee-length,Regular Fit,Black,train
BY221C0L3-Q12,casual_dress,b.young,Jersey,Marl,Missing,Belt,Cache-coeur,Fitted,Short,Regular Fit,Black,train
BY221C0D6-G11,casual_dress,b.young,Chiffon,Print,Standing collar,Missing,V-neck,Fitted,Short,Regular Fit,Orange,train
TOB21C0DQ-K11,denim_dress,Tommy Jeans,Denim,Missing,Missing,Zip,Crew neck,Fitted,Short,Regular Fit,Blue,val
M5921C19D-Q11,jersey_dress,Morgan,Jersey,Animal print,Missing,Zip,Missing,Fitted,Short,Slim Fit,Black,val
EDD21C0U8-K11,knitted_dress,EDITED,Rib,Plain,Standing collar,Missing,Crew neck,Fitted,Knee-length,Slim Fit,Blue,train
UP121C0QI-M12,jersey_dress,Ulla Popken,Jersey,Plain,Missing,Missing,Off-the-shoulder,Flared,Calf-length,Regular Fit,Green,train
KA321C0Z2-G11,casual_dress,Kaffe,Missing,Floral,Standing collar,Missing,Low-cut v-neck,Straight,Calf-length,Loose Fit,Orange,train
K4821C07A-Q11,evening_dress,KARL LAGERFELD,Chiffon,Plain,Standing collar,Missing,Off-the-shoulder,Fitted,Short,Regular Fit,Black,train
OM921C006-Q11,evening_dress,OMNES,Jersey,Plain,Missing,Laces,Backless,Flared,Short,Regular Fit,Black,train
K3W21C00S-Q11,jersey_dress,Karl Lagerfeld Jeans,Jersey,Print,Hood,Missing,Crew neck,Straight,Short,Regular Fit,Black,train
ONA21C0TT-K11,casual_dress,ONLY Carmakoma,Jersey,Print,Standing collar,Button,Crew neck,Fitted,Calf-length,Regular Fit,Blue,train
AR321C0DU-K11,jersey_dress,ARMEDANGELS,Jersey,Plain,Standing collar,Laces,Backless,Straight,Long,Loose Fit,Blue,train
TO721C0DF-Q11,jersey_dress,TOM TAILOR DENIM,Jersey,Plain,Standing collar,Missing,Crew neck,Flared,Knee-length,Loose Fit,Black,train
PUC21C190-K11,jersey_dress,PULL&BEAR,Satin,Plain,Standing collar,Missing,Missing,Straight,Knee-length,Slim Fit,Blue,train
